ID,start_time,completion_time,survey_duration,profession_1,hobby_coding_2,employment_3,region_4,city_5,age_range_6,new_tool_7,prim_opsyst_14,rather_opsyst_15,purch_influence_16,solution_research_17,highest_edu_18,prim_study_19,edu_importance_20,change_edu_21,job_satisfaction_22,company_size_23,weekly_work_hours_24,overtime_work_25,company_onboarding_process_26,improve_onboarding_27,monthly_salary_28,job_status_29,drivers_for_new_jobs_30,how_learn_about_company_31,dev_community_member_32,which_dev_community_33,age_optional_34,gender_35,transgender_36,sexual_orientation_37,ethnicity_38,disabilitys_39,mental_illness_40,dependents_41,survey_length_42,survey_difficulty_43,final_thoughts_44
148,2020-10-28T14:34:36Z,2020-10-28T15:06:09Z,1893,I am a student who is learning to code,Yes,Student,"Northern Region, Ghana","Saboba, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Secondary_High_School,Social_Science,,I woud have added something else to my studies,,,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,PyLadies Ghana;Developers in Vogue;Pycon Africa.;YAAW,21,Woman,No,Straight / Heterosexual,Black or of African descent,I have a mild visual impairment;,,No,Appropriate in length,Easy,Thanks for having the welfare of developers at heaet.
149,2020-11-02T07:19:49Z,2020-11-02T07:40:33Z,1244,I am a developer by profession,No,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"accra, Ghana",31 - 35,Once a year,Windows,MacOS,I have a great deal of influence,Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Very important,,Very satisfied,1,50,Frequently: 3 or more days per week,No,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Wanting to improve your skills;Better compensation;Wanting to work with new technologies;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;",Yes,Dev.to;DevCongress,32,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
150,2020-11-03T09:41:26Z,2020-11-03T09:57:17Z,951,I am a student who is learning to code,No,Student,Greater Accra Region,"kasoa, Ghana",Below 20,Once a year,Windows,Linux-based,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Secondary_High_School,Computer_Science_Engineering,Fairly important,The learning platforms used,Slightly satisfied,1,,Frequently: 3 or more days per week,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Geek for Geeks,16,Man,No,,Black or of African descent,None of the above;,,,Appropriate in length,Easy,
151,2020-11-03T11:46:54Z,2020-11-03T11:56:53Z,599,I am a developer by profession,No,Employed full-time,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,MacOS,MacOS,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Critically important,,Very satisfied,Below 100,40,Often: 1-2 days per week,Yes,,"Less than GHS 1,500",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Google Developers Group;Developer Student Club;Facebook Developer Circle;DevCongress;Hacklab Foundation,,Man,No,Straight / Heterosexual,I prefer not to answer,,,No,Too long,Easy,Good initiative
152,2020-11-04T10:23:37Z,2020-11-04T10:40:06Z,989,I am a student who is learning to code,Yes,"Not employed, but looking for work",Greater Accra Region,"accra, Ghana",26 - 30,,Windows,Windows,,Visit developer communities like Stack Overflow;,Bachelor,Other_Engineering,Fairly important,,,,,,,,,I am actively looking for a job,Curious about other opportunities;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;",Yes,GitHub,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,If there are any opportunities u can offer I'd be grateful
153,2020-11-04T11:17:34Z,2020-11-04T11:37:44Z,1210,None of these,Yes,"Not employed, but looking for work",Greater Accra Region,"Old Ashongman, Ghana",26 - 30,Once a year,Windows,Windows,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Fairly important,I woud have added something else to my studies,Neither satisfied nor dissatisfied,1,19,Never,No,,"Less than GHS 1,500",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company website;",Yes,Stack Overflow;Spiceworks;HackerRank,27,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
154,2020-11-05T10:48:03Z,2020-11-05T10:59:58Z,715,I am a developer by profession,No,Employed full-time,Greater Accra Region,"Haatso, Ghana",20 - 25,Once a year,MacOS,MacOS,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Somewhat important,learn more independently,Slightly satisfied,Below 100,80,Frequently: 3 or more days per week,No,"Scripts to set up devices, documentation of help new team members familiarize themselves with the different projects","GHS 6,000 - GHS 8,000","I'm not actively looking, but I am open to new opportunities",Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,DevCongress,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
155,2020-11-10T18:46:02Z,2020-11-10T18:51:51Z,349,I code primarily as a hobby,Yes,Employed part-time,Greater Accra Region,"Dansoman, Ghana",20 - 25,Every few months,Windows,MacOS,I have a great deal of influence,Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Very important,,Slightly satisfied,Below 20,10,Frequently: 3 or more days per week,Yes,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Wanting to work with new technologies;Wanting to share accomplishments with a wider network;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;",No,,20,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
156,2020-11-10T19:41:07Z,2020-11-10T19:54:22Z,795,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,Employed full-time,Greater Accra Region,"East Legon, Ghana",20 - 25,Once a year,Windows,Linux-based,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Fairly important,,Very satisfied,,,Often: 1-2 days per week,Yes,,,"I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,,Man,No,Straight / Heterosexual,Black or of African descent,,,No,Appropriate in length,Easy,
157,2020-11-10T19:18:41Z,2020-11-11T09:48:45Z,52204,"I used to be a developer by profession, but no longer am",Yes,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"Adabraka, Ghana",20 - 25,Every few months,MacOS,MacOS,I have a great deal of influence,Start a free trial;,Bachelor,Business,Somewhat important,Yes,Very satisfied,,,,,,,"I'm not actively looking, but I am open to new opportunities",,,Yes,Flutter Ghana;Python Ghana,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,👊🏾👊🏾
158,2020-11-11T10:43:04Z,2020-11-11T11:54:05Z,4261,I am a student who is learning to code,No,National service,"Eastern Region, Ghana","Akuse, Ghana",20 - 25,,Linux-based,Linux-based,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Start a free trial;,,,,,,,,Never,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Wanting to share accomplishments with a wider network;Curious about other opportunities;Looking to relocate;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;",No,,21,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
159,2020-11-11T15:49:41Z,2020-11-11T16:04:29Z,888,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",36 - 40,Every few months,Windows,Windows,I have some influence,Start a free trial;,Bachelor,Information_Technology,Very important,Nothing,Slightly dissatisfied,Below 100,40,Occasionally: 1-2 days per quarter but less than monthly,Yes,,"GHS 4,000 - GHS 5,000","I'm not actively looking, but I am open to new opportunities",Better compensation;Wanting to work with new technologies;,,No,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,
160,2020-11-11T19:37:11Z,2020-11-11T19:42:22Z,311,I am a developer by profession,Yes,Employed part-time,Volta Region,"Aflao, Ghana",Below 20,Once every few years,Windows,Linux-based,I have a great deal of influence,Read ratings or reviews on third party siteslike G2Crowd;,,,,,Very dissatisfied,Below 100,12,Rarely: 1-2 days per year or less,Yes,,"GHS 8,000 - GHS 10,000","I'm not actively looking, but I am open to new opportunities",Better work/life balance;Wanting to improve your skills;Looking to relocate;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,,19,Man,No,Straight / Heterosexual,Black or of African descent,I am unable to / find it difficult to type;,None of the above;,No,Too long,Easy,
161,2020-11-11T22:14:19Z,2020-11-11T22:23:15Z,536,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"mamprobi, Ghana",26 - 30,Every few months,MacOS,MacOS,I have a great deal of influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;Start a free trial;,Bachelor,Information_Technology,Very important,,Slightly dissatisfied,Below 100,40,Often: 1-2 days per week,Yes,,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,PyLadies Ghana;OpenSource Knowledge;GHTechNerds,28,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
162,2020-11-11T22:28:33Z,2020-11-11T22:42:24Z,831,I am a developer by profession,No,Employed full-time,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,MacOS,MacOS,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Information_Technology,Very important,,Very satisfied,Below 100,40,Sometimes: 1-2 days per month but less than weekly,Yes,It’s the best,"GHS 2,500 - GHS 3,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Better work/life balance;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,She Code Africa;Python Ghana;Global Code,24,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Difficult,"I think this survey platform,is difficult to navigate especially on safari iphone. Almost stopped filling. Continued anyway out of goodwill."
163,2020-11-12T00:18:43Z,2020-11-12T00:24:55Z,372,I am a developer by profession,Yes,"Not employed, but looking for work",Greater Accra Region,"accra, Ghana",20 - 25,Once every few years,MacOS,MacOS,I have some influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Fairly important,More Focus on Mathematics,Slightly dissatisfied,Below 100,40,Often: 1-2 days per week,No,,"GHS 3,500 - GHS 4,000",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,Facebook Developer Circle,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);",I prefer not to say,Too long,Neither easy nor difficult,
164,2020-11-12T06:55:29Z,2020-11-12T07:26:11Z,1842,I am a developer by profession,Yes,"Not employed, but looking for work",Greater Accra Region,"tema, Ghana",26 - 30,Once a year,Linux-based,Linux-based,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Information_Technology,Very important,,Neither satisfied nor dissatisfied,1,60,Often: 1-2 days per week,,,"Less than GHS 1,500",I am actively looking for a job,Wanting to work with new technologies;Curious about other opportunities;Better compensation;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",,,26,Man,No,,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
165,2020-11-12T07:24:27Z,2020-11-12T07:41:49Z,1042,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"awoshie, Ghana",20 - 25,Every few months,Windows,Linux-based,I have some influence,Read ratings or reviews on third party siteslike G2Crowd;Start a free trial;,,,,,Slightly satisfied,Below 100,40,Occasionally: 1-2 days per quarter but less than monthly,Yes,,"GHS 2,000 - GHS 2,500","I'm not actively looking, but I am open to new opportunities",Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;Better compensation;Wanting to share accomplishments with a wider network;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read company media, such as employees blogs or company culture videos;",Yes,freeCodeCamp;SoloLearn,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
166,2020-11-12T08:06:28Z,2020-11-12T08:17:23Z,655,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",26 - 30,Once a year,Windows,MacOS,I have some influence,Start a free trial;,Master,Computer_Science_Engineering,Fairly important,,Neither satisfied nor dissatisfied,Below 100,40,Rarely: 1-2 days per year or less,Yes,,"GHS 3,000 - GHS 3,500",I am actively looking for a job,Better compensation;Wanting to improve your skills;Better work/life balance;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Read company media, such as employees blogs or company culture videos;",Yes,freeCodeCamp;Stack Overflow;Reddit,27,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
167,2020-11-12T19:47:26Z,2020-11-12T19:59:23Z,717,I am a student who is learning to code,Yes,Student,"Central Region, Ghana","Cape coast, Ghana",Below 20,,Windows,Linux-based,I have some influence,Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Basic_Education,General_Science,Very important,Nothing,Neither satisfied nor dissatisfied,1,4,Never,No,,,"I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Wanting to work with new technologies;Wanting to improve your skills;,"Personal network - friends or family;Read company media, such as employees blogs or company culture videos;",Yes,Python Cape Coast;Code coast,,Man,No,Prefer not to say,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,"Just happy that, as an african country we're upgrading tech-wise"
168,2020-11-13T12:34:00Z,2020-11-13T13:35:53Z,3713,I am a student who is learning to code,No,Student,Greater Accra Region,"accra, Ghana",20 - 25,,Windows,Linux-based,,,Secondary_High_School,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;,,,,19,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,I have an anxiety disorder;,No,Appropriate in length,Neither easy nor difficult,
169,2020-11-13T13:30:51Z,2020-11-13T15:11:31Z,6040,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",31 - 35,Every few months,Linux-based,Linux-based,I have a great deal of influence,Start a free trial;,Bachelor,Web_Development_Web_Design,Fairly important,,Very satisfied,Below 100,48,Occasionally: 1-2 days per quarter but less than monthly,Yes,A little interview on the chosen choice of language,"GHS 3,000 - GHS 3,500","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Wanting to work with new technologies;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Ghana Developers Network,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,
170,2020-11-14T11:41:06Z,2020-11-14T12:13:48Z,1962,I am a developer by profession,Yes,"Not employed, but looking for work",Greater Accra Region,"accra, Ghana",31 - 35,Every few months,Linux-based,MacOS,I have little or no influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Critically important,Nothing,Slightly dissatisfied,Over 500,10,Frequently: 3 or more days per week,No,Company needs to allow the organisational structures to work without interference and clear task to be assigned to new hires,"GHS 4,000 - GHS 5,000",I am actively looking for a job,Curious about other opportunities;Wanting to work with new technologies;Wanting to improve your skills;Better work/life balance;Wanting to share accomplishments with a wider network;Better compensation;Trouble with leadership at my company;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Java Developers on linkedin,33,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,"Great survey , it will be great if hacklab foundation can assist both upcoming and senior engineers to find jobs either internship , part-time ,and full-time in the corona period ."
171,2020-11-15T08:59:51Z,2020-11-15T09:17:41Z,1070,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,Employed full-time,"Northern Region, Ghana","Tamale, Ghana",26 - 30,Every few months,Windows,Linux-based,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Business,Very important,I would study Computer Science,Very satisfied,Below 100,25,Occasionally: 1-2 days per quarter but less than monthly,Yes,Dedicated staff to handle on boarding process,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Publicly available financial information (e.g. Crunchbase);",Yes,Dev.to;HackerRank;GitHub,26,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,I think this survey is a good thing and keep it up.
172,2020-11-16T04:45:01Z,2020-11-16T04:55:42Z,641,I am a developer by profession,No,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"accra, Ghana",36 - 40,Once every few years,Windows,MacOS,I have a great deal of influence,Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Very important,,Slightly satisfied,1,48,Frequently: 3 or more days per week,,,"GHS 3,000 - GHS 3,500",I am actively looking for a job,Wanting to work with new technologies;,"Read company media, such as employees blogs or company culture videos;",No,,37,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,
173,2020-11-17T09:48:58Z,2020-11-17T10:12:33Z,1415,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",31 - 35,,Windows,Linux-based,I have little or no influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Somewhat important,Yes,Slightly satisfied,Below 100,36,Rarely: 1-2 days per year or less,Yes,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,DevCongress;Facebook Developer Circle,32,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
174,2020-11-17T10:07:19Z,2020-11-17T10:18:40Z,681,I am a developer by profession,No,Employed full-time,Greater Accra Region,"Ashaley Botwe, Ghana",26 - 30,Once a year,Windows,Windows,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,,,,,,Below 10,60,Frequently: 3 or more days per week,Yes,,"GHS 2,000 - GHS 2,500",I am actively looking for a job,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,Personal network - friends or family;linkedin;,No,,31,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Easy,
175,2020-11-18T06:23:48Z,2020-11-18T06:43:48Z,1200,I am a student who is learning to code,No,Student,Ahafo Region,"Kukuom, Ghana",36 - 40,,Windows,Windows,I have some influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,,,,,,,8,Frequently: 3 or more days per week,Yes,By clearly defining the core functions of the various units/departments,"Less than GHS 1,500",I am not interested in new job oportunities,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,,Yes,Appropriate in length,Easy,I look forward for your assistance
176,2020-11-18T09:01:55Z,2020-11-18T09:07:16Z,321,I am a developer by profession,Yes,"Not employed, but looking for work",Greater Accra Region,"Ashiaman, Ghana",20 - 25,Once a year,Windows,MacOS,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Very important,,,,,,,,,I am actively looking for a job,Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Stack Overflow;GitHub,,Man,,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,,"Looking forward to hearing from you for internship, attachments or job opportunities"
177,2020-11-19T15:47:32Z,2020-11-19T16:09:29Z,1317,I am a student who is learning to code,No,Student,"Central Region, Ghana","Winneba, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Not at all important/not necessary,I woud not go to university,Slightly satisfied,1,6,Rarely: 1-2 days per year or less,Yes,,,I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Developer Student Club;IoT Network Hub,22,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,Keep up
178,2020-11-20T10:40:18Z,2020-11-20T11:01:51Z,1293,I am a student who is learning to code,Yes,Student,Greater Accra Region,"accra, Ghana",Below 20,Every few months,Windows,Linux-based,I have some influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;,Secondary_High_School,Electrical_Engineering,Fairly important,learn programming earlier,Slightly satisfied,,30,Rarely: 1-2 days per year or less,,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to work with new technologies;Wanting to improve your skills;Curious about other opportunities;Wanting to share accomplishments with a wider network;,"Personal network - friends or family;Read company media, such as employees blogs or company culture videos;",Yes,Developer Student Club - KNUST;Creativity Group - KNUST,19,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,"I think tech literacy among the youth in this country is very low and the logistics and resources which should be in place to facilitate easy learning of various technologies are not enough
I am learning technology the hard way mostly by self-learning
My wish is that, in some years to come, every Ghanaian child should learn to code and play around with technology"
179,2020-11-20T12:19:51Z,2020-11-20T12:31:45Z,714,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"mamprobi, Ghana",26 - 30,Every few months,MacOS,MacOS,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;I contact solutions support staff ;,Bachelor,Information_Technology,Somewhat important,Master degree,Very dissatisfied,Over 100,40,Sometimes: 1-2 days per month but less than weekly,No,Adequate funds for the right role,"GHS 2,000 - GHS 2,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Better work/life balance;,"Personal network - friends or family;Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,PyLadies Ghana;MUG_GH,28,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Easy,
180,2020-11-20T17:49:28Z,2020-11-20T18:07:35Z,1087,I code primarily as a hobby,Yes,"Not employed, but looking for work",Ashanti Region,"Kumasi, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,,Bachelor,Computer_Science_Engineering,Very important,,,,,,,,,I am actively looking for a job,Wanting to share accomplishments with a wider network;Wanting to work with new technologies;Wanting to improve your skills;Better compensation;,"Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,,Man,No,,Black or of African descent,None of the above;,I prefer not to answer;,No,Too long,Easy,
181,2020-11-20T17:59:55Z,2020-11-20T18:20:07Z,1212,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"tema, Ghana",20 - 25,Every few months,Linux-based,MacOS,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Fairly important,learn more independently,Slightly satisfied,Over 100,40,Rarely: 1-2 days per year or less,Yes,,"GHS 2,500 - GHS 3,000","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",No,,24,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
182,2020-11-20T18:35:18Z,2020-11-20T18:43:42Z,504,I am a student who is learning to code,Yes,Student,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Secondary_High_School,Computer_Science_Engineering,Very important,Nothing,Neither satisfied nor dissatisfied,Below 20,5,Rarely: 1-2 days per year or less,Yes,I’m not sure,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Better compensation;Trouble with leadership at my company;Better work/life balance;Looking to relocate;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,Developer Student Club;PyLadies Ghana,20,Woman,No,Bisexual,Black or of African descent,None of the above;,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);",No,Appropriate in length,Easy,
